CARD,SUBBED OUT,SUBBED IN,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE: A book or series that received ten votes or less.,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE: Not written by Jeff VanderMeer or China Miéville.,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE: Three or more authors.,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE: Not based in Britain or Ireland.,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE: Characters are not originally from Earth. It is acceptable for the characters to be descendants of Earthlings as long as they are not themselves from Earth.,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE: Not on r/Fantasy’s Favorite Standalones List.,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE: A YA book with an anti-hero.,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE: Must read a current selection of either a book club or readalong and participate in the discussion.,SQUARE 9: TITLE,SQUARE 9: AUTHOR,"SQUARE 9: HARD MODE: Weapon has a unique name. Examples: Excalibur from Arthurian legend, Dragnipur in Malazan, Sting in Lord of the Rings, etc.",SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE: Revolution/Rebellion is the main focus of the plot.,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE: The title has the character’s first and last name. Example: The First Fifteen Lives of Harry August.,SQUARE 12: TITLE,SQUARE 12: AUTHOR,"SQUARE 12: HARD MODE: Initials are a pseudonym and not from the author’s actual name. Examples: T. Kingfisher or K. J. Parker. ADDENDUM: Please do not go snooping to see if a name fits. If it isn't clear based on an author's webpage or social media, assume that it is their real name.",SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE: It's also a debut novel--as in it's the author's first published novel.,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE: Book has an LGBTQ+ POV character.,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE: Author is of African heritage.,SQUARE 16: TITLE,SQUARE 16: AUTHOR,"SQUARE 16: HARD MODE: Non-humanoid protagonist. No elves, angels, dwarves, hobbits, or humanoid aliens.",SQUARE 17: TITLE,SQUARE 17: AUTHOR,"SQUARE 17: HARD MODE: No time travel. Book involves something off about time that’s not necessarily time travel. Example: In The Chronicles of Narnia, time moves at a different speed in Narnia than in the real world.",SQUARE 18: TITLE OF COLLECTION/ANTHOLOGY (go to 18A if you did 5 short stories),SQUARE 18: AUTHOR/EDITOR (go to 18A if you did 5 short stories),SQUARE 18: HARD MODE: Read an entire SFF anthology or collection.,SQUARE 18A: Title of Short Story #1 (Do not fill out if you read all of a collection/anthology),SQUARE 18A: Author of Short Story #1,SQUARE 18B: Title of Short Story #2 (Do not fill out if you read all of a collection/anthology),SQUARE 18B: Author of Short Story #2,SQUARE 18C: Title of Short Story #3 (Do not fill out if you read all of a collection/anthology),SQUARE 18C: Author of Short Story #3,SQUARE 18D: Title of Short Story #4 (Do not fill out if you read all of a collection/anthology),SQUARE 18D: Author of Short Story #4,SQUARE 18E: Title of Short Story #5 (Do not fill out if you read all of a collection/anthology),SQUARE 18E: Author of Short Story #5,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE: Not The Stormlight Archive or any books in the linked list.,SQUARE 20: TITLE,SQUARE 20: AUTHOR,"SQUARE 20: HARD MODE: Self-published and has fewer than 100 ratings on Goodreads, OR an indie publisher that has done an AMA with r/Fantasy.",SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE: Neither Hugo-nominated nor Nebula-nominate.,SQUARE 22: TITLE,SQUARE 22: AUTHOR,SQUARE 22: HARD MODE: A book written by an Indigenous author.,SQUARE 23: TITLE,SQUARE 23: AUTHOR,"SQUARE 23: HARD MODE: Most prominent shifter is not a wolf/dog shifter. For instance, werewolves can exist but can’t be the most notable shifter characters/main characters.",SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE: Title is three words or more.,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE: Features at least three generations in a single family.
469.0,,,The Priory of the Orange Tree,Samantha Shannon,,"To Be Taught, If Fortunate",Becky Chambers,Yes,The Book of Dragons,Jonathan Strahan,Yes,The Wolf in the Whale,Jordanna Max Brodsky,Yes,Sandworms of Dune,Brian Herbert and Kevin J. Anderson,Yes,Piranesi,Susanna Clarke,,Iron Widow,Xiran Jay Zhao,Yes,The Forgotten Beasts of Eld,Patricia A. McKillip,,The Once and Future King,T.H. White,Yes,Red Rising,Pierce Brown,Yes,Sir Gawain and the Green Knight,J.R.R. Tolkien,,Fire & Blood,George R.R. Martin,,Fairy Tale,Stephen King,,The Book Eaters,Sunyi Dean,Yes,The Killing Moon,N.K. Jemisin,,Mrs. Frisby and the Rats of NIMH,Robert C. O’Brien,Yes,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,Smoke and Mirrors,Neil Gaiman,Yes,,,,,,,,,,,The House in the Cerulean Sea,T.J. Klune,,Tales of the Greatcoats: Volume 1,Sebastien de Castell,,When the Tiger Came Down the Mountain,Nghi Vo,Yes,Tread of Angels,Rebecca Roanhorse,Yes,Who Fears Death,Nnedi Okorafor,Yes,Winter's Heart,Robert Jordan,,The Library at Mount Char,Scott Hawkins,
470.0,,,The Raven Tower,Ann Leckie,,Railsea,China Miéville,,The Sandman (Audible),"Neil Gaiman, Dirk Maggs",,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Yes,Please Don't Tell My Parents I Blew Up the Moon,Richard Roberts,,Elder Race,Adrian Tchaikovsky,Yes,The Library at Mount Char,Scott Hawkins,,The Shadow of the Torturer,Gene Wolfe,,Soulbrand,Andrew Rowe,Yes,Moving Pictures,Terry Pratchett,,Tress of the Emerald Sea,Brandon Sanderson,,The Conjuring of Zoth-Avarex,K.R.R. Lockhaven,,Nona the Ninth,Tamsyn Muir,,Fated,Benedict Jacka,,A Master of Djinn,P. Djèlí Clark,Yes,All Systems Red,Martha Wells,,The Midnight Library,Matt Haig,Yes,The Paper Menagerie,Ken Liu,Yes,,,,,,,,,,,Pale,Wildbow,Yes,Dreadgod,Will Wight,,A Deadly Education,Naomi Novik,,Remote Control,Nnedi Okorafor,,Paladin's Strength,T. Kingfisher,Yes,Tongue Eater,John Bierce,,Jade Legacy,Fonda Lee,
471.0,,,Record of a Spaceborn Few,Becky Chambers,,The Stone Sky,N.K. Jemisin,Yes,Uncommon Charm,Emily Bergslien & Kat Weaver,,The Strange Case of the Alchemist's Daughter,Theodora Goss,,Chilling Effect,Valerie Valdes,,Circe,Madeline Miller,,Iron Widow,Xiran Jay Zhao,Yes,Ella Enchanted,Gail Carson Levine,Yes,By the Sword,Mercedes Lackey,Yes,The Tiger at Midnight,Swati Teerdhala,Yes,Inda,Sherwood Smith,,Paladin's Hope,T. Kingfisher,Yes,Eleceed (webtoon),Jeho Son,,When Women Were Dragons,Kelly Barnhill,Yes,Redemptor,Jordan Ifueko,Yes,The Thousand Eyes,A.K. Larkwood,,The Sorcerer of the Wildeeps,Kai Ashante Wilson,Yes,,,,The Tea Master and the Detective,Aliette de Bodard,"Of Charms, Ghosts and Grievances",Aliette de Bodard,Fireheart Tiger,Aliette de Bodard,A Ruin of Shadows,L.D. Lewis,Furnica,Carmen Sylva,Brothers in Arms,Lois McMaster Bujold,,Cute Mutants,S.J. Whitby,,"Girl, Serpent, Thorn",Melissa Bashardoust,,The Bone Shard Emperor,Andrea Stewart,,Nimona,N.D. Stevenson,Yes,Light from Uncommon Stars,Ryka Aoki,Yes,Deliverer,C.J. Cherryh,Yes
472.0,,,Three Parts Dead,Max Gladstone,,Dune,Frank Herbert,Yes,Child of an Ancient City,"Tad Williams, Nina Kiriki Hoffman",,Jonathan Strange & Mr. Norrell,Susanna Clarke,,Rejoice,Steven Erikson,,Small Gods,Terry Pratchett,,The Maleficent Seven,Cameron Johnston,,The City of Brass,S.A. Chakraborty,,Stonewielder,Ian C. Esslemont,Yes,The Library at Mount Char,Scott Hawkins,,The Invisible Life of Addie LaRue,V.E. Schwab,Yes,The Dispossessed,Ursula K. Le Guin,,Eversion,Alastair Reynolds,,Until the End,Derek Landy,Yes,A Master of Djinn,P. Djèlí Clark,,Children of Time,Adrian Tchaikovsky,Yes,The Peripheral,William Gibson,,Ficciones,Jorge Luis Borges,Yes,,,,,,,,,,,Amatka,Karin Tidbeck,Yes,Kings of Paradise,Richard Nell,,Old Man's War,John Scalzi,,The Only Good Indians,Stephen Graham Jones,Yes,Space Opera,Catherynne M. Valente,Yes,Rendezvous with Rama,Arthur C. Clarke,Yes,Jade City,Fonda Lee,
473.0,,,A Memory Called Empire,Arkady Martine,,Winds of Change,Mercedes Lackey,Yes,Leviathan Wakes,James S.A. Corey,,European Travel for the Monstrous Gentlewoman,Theodora Goss,,Ethan of Athos,Lois McMaster Bujold,,Nettle & Bone,T. Kingfisher,Yes,Guards! Guards!,Terry Pratchett,,She Who Became the Sun,Shelley Parker-Chan,,Dragon Mage,M.L. Spencer,,The Empire of Gold,S.A. Chakraborty,Yes,The Gilda Stories,Jewelle L. Gómez,,Cry of Metal & Bone,L. Penelope,,Fevered Star,Rebecca Roanhorse,,After the Dragons,Cynthia Zhang,Yes,The Prey of Gods,Nicky Drayden,Yes,The Witness for the Dead,Katherine Addison,,The Sins We Seek,Krista D. Ball,Yes,,,,Fata Stimei Apelor,Maria Surducan,Hunger,Mark Oshiro,Eyes of the Empire,Kiersten White,Ion Control,Emily Skrutskie,Night Doctors,P. Djèlí Clark,Cute Mutants,S.J. Whitby,,Radiance,Grace Draven,,Wild Seed,Octavia E. Butler,,Flowers for the Sea,Zin E. Rocklyn,,Dracula,Bram Stoker,,King's Shield,Sherwood Smith,,Divergence,C.J. Cherryh,Yes
474.0,,,Treason's Shore,Sherwood Smith,,Ice Planet Barbarians,Ruby Dixon,Yes,Abaddon's Gate,James S.A. Corey,,The Hidden Palace,Helene Wecker,Yes,Dark Horse,Michelle Diener,,The Half Killed,Quenby Olson,,The Mask of Mirrors,M.A. Carrick,,Dead Collections,Isaac Fellman,Yes,Winds of Fate,Mercedes Lackey,Yes,Whispers of Shadow & Flame,L. Penelope,Yes,Baba Ali and the Clockwork Djinn,"Danielle Ackley-McPhail, Day Al-Mohamed",,A Case of Possession,K.J. Charles,,The Oleander Sword,Tasha Suri,,Cute Mutants,S.J. Whitby,Yes,& This is How to Stay Alive,Shingai Njeri Kagunda,Yes,Minor Mage,T. Kingfisher,Yes,Black God's Kiss,C. L. Moore,Yes,,,,Pelesul,Carmen Sylva,Varful cu Dor,Carmen Sylva,Piatra Arsa,Carmen Sylva,Jepii,Carmen Sylva,Caraimanul,Carmen Sylva,Delia's Shadow,Jaime Lee Moyer,Yes,A Rake of His Own,A.J. Lancaster,,Borders of Infinity,Lois McMaster Bujold,Yes,The Order of the Pure Moon Reflected in Water,Zen Cho,,A Dead and Stormy Night,Steffanie Holmes,Yes,Chaos on CatNet,Naomi Kritzer,,Deceiver,C.J. Cherryh,Yes
475.0,,,Soulstar,C.L. Polk,Yes,Borne,Jeff VanderMeer,,The Rise and Fall of D.O.D.O.,"Neal Stephenson, Nicole Galland",,A Magical Inheritance,Krista D. Ball,,Pirates of Marz,Lawrence M. Schoen,,Living in Threes,Judith Tarr,Yes,The Demolished Man,Alfred Bester,,Brown Girl in the Ring,Nalo Hopkinson,,The Blue Sword,Robin McKinley,Yes,The Velocity of Revolution,Marshall Ryan Maresca,Yes,Lex Trent versus the Gods,Alex Bell,Yes,A Wizard's Guide to Defensive Baking,T. Kingfisher,Yes,The Quarter Storm,Veronica G. Henry,,Dreams Underfoot,Charles de Lint,,Imaro,Charles R. Saunders,Yes,Sea of Rust,C. Robert Cargill,,Dark Matter,Blake Crouch,Yes,Clockwork Canada,Dominik Parisien,Yes,,,,,,,,,,,Goblin Fruit,Celia Lake,Yes,A Town Called Pandemonium,Anne C. Perry & Jared Shurin,Yes,The Gone World,Tom Sweterlitsch,Yes,The Space Between Worlds,Micaiah Johnson,,The Hike,Drew Magary,Yes,Petty Treasons,Victoria Goddard,,The Wanderers,Meg Howrey,
476.0,,,Last First Snow,Max Gladstone,,Phoresis,Greg Egan,Yes,The Big Book of Classic Fantasy,"Ann VanderMeer, Jeff VanderMeer",Yes,Magician's Hoard,Celia Lake,,Ace of Corpses,Lawrence M. Schoen,Yes,Space Opera,Jack Vance,Yes,Osama,Lavie Tidhar,,An Unkindness of Magicians,Kat Howard,Yes,Swordheart,T. Kingfisher,Yes,Aurorarama,Jean-Christophe Valtat,Yes,Kimiko and the Accidental Proposal,Forthright,,An Unnatural Life,Erin K. Wagner,,The Spare Man,Mary Robinette Kowal,,Memory and Dream,Charles de Lint,,Raybearer,Jordan Ifueko,Yes,"Aleriel, A Voyage to Other Worlds",W. S. Lach-Szyrma & Molly Tanzer,,By His Bootstraps,Robert A. Heinlein,,We All Hear Stories in the Dark,Robert Shearman,Yes,,,,,,,,,,,A Taste of Gold and Iron,Alexandra Rowland,Yes,The Lowest Heaven,Anne C. Perry & Jared Shurin,Yes,The Border Keeper,Kerstin Hall,Yes,The Peacekeeper,B.L. Blanchard,Yes,Things We Found During the Autopsy,Kuzhali Manickavel,Yes,I Can Transform You,Maurice Broaddus,Yes,Voyage of the Basilisk,Marie Brennan,
477.0,,,Silver in the Wood,Emily Tesh,,The Hero of Ages,Brandon Sanderson,Yes,A Phoenix First Must Burn,Patrice Caldwell,Yes,Interview with the Vampire,Anne Rice,Yes,Far from the Light of Heaven,Tade Thompson,,Handling the Undead,John Ajvide Lindqvist,Yes,The Atlas Six,Olivie Blake,,An Unkindness of Ghosts,Rivers Solomon,,Ring Shout,P. Djèlí Clark,,Bitter,Akwaeke Emezi,Yes,Gideon the Ninth,Tamsyn Muir,,Heat Wave,T.J. Klune,,This Time Tomorrow,Emma Straub,,Seasonal Fears,Seanan McGuire,,The Gilded Ones,Namina Forna,Yes,Hollow Kingdom,Kira Jane Buxton,Yes,Fairy Tale,Stephen King,Yes,Bloodchild and Other Stories,Octavia E. Butler,Yes,,,,,,,,,,,Magic for Liars,Sarah Gailey,Yes,On a Sunbeam,Tillie Walden,,The Deep,Alma Katsu,Yes,Devil's Wake,"Tananrive Due, Steven Barnes",,In Deeper Waters,F.T. Lukens,Yes,"No Gods, No Monsters",Cadwell Turnbull,Yes,Last Ones Left Alive,Sarah Davis-Goff,
478.0,Two or More Authors,Author new to me 2021,Every Heart a Doorway,Seanan McGuire,,The Drawing of the Three,Stephen King,Yes,The Light Brigade,Kameron Hurley,,The Witch's Daughter,Paula Brackston,,"To Be Taught, If Fortunate",Becky Chambers,,Heart's Blood,Juliet Marillier,Yes,The Blade Itself,Joe Abercrombie,,Deadhouse Gates,Steven Erikson,Yes,Dawnshard,Brandon Sanderson,,The Dragonbone Chair,Tad Williams,,Gallant,V.E. Schwab,,The Bone Ships,R.J. Barker,,Babel,R.F. Kuang,,A Discovery of Witches,Deborah Harkness,,Who Fears Death,Nnedi Okorafor,Yes,The Lasaran,Dianne Duvall,,The Doors of Eden,Adrian Tchaikovsky,,A Thousand Beginnings and Endings,Ellen Oh and Elsie Chapman,Yes,,,,,,,,,,,Jade City,Fonda Lee,Yes,Blood Song,Anthony Ryan,,The Past is Red,Catherynne M. Valente,,The Fifth Season,N.K. Jemisin,,The Lost Gate,Orson Scott Card,Yes,Ninth House,Leigh Bardugo,,Royal Assassin,Robin Hobb,Yes
479.0,,,The House in the Cerulean Sea,T.J. Klune,,Walking to Aldebaran,Adrian Tchaikovsky,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,The Lions of Al-Rassan,Guy Gavriel Kay,Yes,Project Hail Mary,Andy Weir,,The Cybernetic Tea Shop,Meredith Katz,Yes,Six of Crows,Leigh Bardugo,Yes,The Ten Thousand Doors of January,Alix E. Harrow,,The Ember Blade,Chris Wooding,,The Fever King,Victoria Lee,,The Thousand Deaths of Ardor Benn,Tyler Whitesides,Yes,Dragon Mage,M.L. Spencer,,Locklands,Robert Jackson Bennett,,Amongst Our Weapons,Ben Aaronovitch,,The Rosewater Redemption,Tade Thompson,Yes,The Book of Night with Moon,Diane Duane,Yes,Mother of Learning,Domagoj Kurmaić,Yes,Heroic Hearts,"Jim Butcher, Kerrie Hughes",Yes,,,,,,,,,,,An Unkindness of Ghosts,Rivers Solomon,Yes,Hazelhearth Hires Heroes,D.H. Willison,Yes,Black Stone Heart,Michael R. Fletcher,Yes,Memoirs of a Polar Bear,Yoko Tawada,,Paladin's Strength,T. Kingfisher,Yes,"Moon Witch, Spider King",Marlon James,Yes,The Fifth Season,N.K. Jemisin,
480.0,,,Gideon the Ninth,Tamsyn Muir,,The Way of Kings,Brandon Sanderson,Yes,Sorcery & Cecelia: or The Enchanted Chocolate Pot,"Patricia C. Wrede, Caroline Stevermer",,These Violent Delights,Chloe Gong,Yes,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,Angel Mage,Garth Nix,,Iron Widow,Xiran Jay Zhao,Yes,The Blacktongue Thief,Christopher Buehlman,Yes,Call Down the Hawk,Maggie Stiefvater,Yes,Ogres,Adrian Tchaikovsky,Yes,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,Yes,The Mask of Mirrors,M.A. Carrick,Yes,Gallant,V.E. Schwab,,Storm Front,Jim Butcher,,Raybearer,Jordan Ifueko,Yes,The Book of Night with Moon,Diane Duane,Yes,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,The Tangleroot Palace,Marjorie M. Liu,Yes,,,,,,,,,,,Manacled,Senlinyu,Yes,Draco Malfoy and the Mortifying Ordeal of Being in Love,isthisselfcare,,Winter's Orbit,Everina Maxwell,,Black Sun,Rebecca Roanhorse,Yes,Spin the Dawn,Elizabeth Lim,Yes,Project Hail Mary,Andy Weir,Yes,Mooncakes,"Suzanne Walker, Wendy Xu",Yes
481.0,,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,Semiosis,Sue Burke,Yes,The Other Side of the Sky,Amie Kaufman and Meagan Spooner,,She Who Became the Sun,Shelley Parker-Chan,Yes,The World Gives Way,Marissa Levien,Yes,Doomsday Book,Connie Willis,,Hench,Natalie Zina Walschots,,The Starless Sea,Erin Morgenstern,,Magic Bites,Ilona Andrews,Yes,Heart of iron,Ashley Poston,Yes,The Song of Achilles,Madeline Miller,,The Winter King,C.L. Wilson,,The Golden Enclaves,Naomi Novik,,After the Dragons,Cynthia Zhang,Yes,Who Fears Death,Nnedi Okorafor,Yes,Ice Planet Barbarians,Ruby Dixon,,Sea of Tranquility,Emily St. John Mandel,,Twilight's Dawn,Anne Bishop,Yes,,,,,,,,,,,A Court of Silver Flames,Sarah J. Maas,Yes,Initiation,Alethea Faust,Yes,The First Sister,Linden A. Lewis,Yes,The Very Secret Society of Irregular Witches,Sangu Mandanna,,The Cloud Roads,Martha Wells,Yes,Heir to Sevenwaters,Juliet Marillier,Yes,Year of the One,Nora Roberts,Yes
482.0,,,Shorefall,Robert Jackson Bennett,,The Fifth Season,N.K. Jemisin,Yes,Honor Among Thieves,"Ann Aguirre, Rachel Caine",,Shadow of Night,Deborah Harkness,,Gideon the Ninth,Tamsyn Muir,Yes,Uprooted,Naomi Novik,Yes,White Cat,Holly Black,,Shadows of Self,Brandon Sanderson,,Sorcery of Thorns,Margaret Rogerson,,The women's war,Jenna glass,Yes,The 22 Murders of Madison May,Max Barry,Yes,Gallant,V.E. Schwab,,Seasparrow,Kristin Cashore,,Payback's a Witch,Lana Harper,Yes,The Merciless Ones,Namina Forna,,Children of Time,Adrian Tchaikovsky,Yes,The Shadow of What Was Lost,James Islington,,Dark Fairy Tales of Fearless Women,Rosalind Kervin,Yes,,,,,,,,,,,They Both Die at the End,Adam Silvera,Yes,Radiance,Grace Draven,,This Woven Kingdom,Tahereh Mafi,,A River of Royal Blood,Amanda Joy,,Bitten,Kelley Armstrong,,Academ's Fury,Jim Butcher,,Assassin's Apprentice,Robin Hobb,
483.0,,,Six of Crows,Leigh Bardugo,,,,,The Iron Trial,"Holly Black, Cassandra Clare",,,,,,,,The Electric Kingdom,David Arnold,Yes,Serenity: The Shepherd's Tale,Joss Whedon and Zack Whedon,,Tooth and Claw,Jo Walton,,Aurora Burning,"Amie Kaufman, Jay Kristoff",Yes,Mistborn,Brandon Sanderson,,,,,,,,,,,Welcome to the Jungle,Jim Butcher,,,,,,,,The Phantom Tollbooth,Norton Juster,,,,,,,,,,,,,,,,,,,,,Good Omens,"Neil Gaiman, Terry Pratchett",,,,,,,,Guilty Pleasures,Laurell K. Hamilton,,,,
484.0,,,The Bitter Twins,Jen Williams,Yes,The Jasmine Throne,Tasha Suri,Yes,Rogues,"George R.R. Martin, Gardner Dozois",Yes,The Hacienda,Isabel Cañas,Yes,A Desolation Called Peace,Arkady Martine,Yes,The Luminous Dead,Caitlin Starling,Yes,The Blade Itself,Joe Abercrombie,,The Goblin Emperor,Katherine Addison,,The Vagrant,Peter Newman,Yes,Fireborne,Rosaria Munda,Yes,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Yes,The Hollow Places,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,Into the Drowning Deep,Mira Grant,Yes,A Master of Djinn,P. Djèlí Clark,Yes,Redwall,Brian Jacques,Yes,Recursion,Blake Crouch,,New Horizons,Tarun K. Saint,Yes,,,,,,,,,,,The Helm of Midnight,Marina J. Lostetter,Yes,Captain Wu,"Patrice Fitzgerald, Jack Lyster",Yes,Magic for Liars,Sarah Gailey,Yes,Elatsoe,Darcie Little Badger,Yes,The Cloud Roads,Martha Wells,Yes,Six Crimson Cranes,Elizabeth Lim,Yes,Black Water Sister,Zen Cho,Yes
485.0,,,Under the Whispering Door,T.J. Klune,,A Woman of the Iron People,Eleanor Arnason,Yes,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",,Servant of the Underworld,Aliette de Bodard,Yes,The Stars Are Legion,Kameron Hurley,Yes,The Gray House,Mariam Petrosyan,,Harrow the Ninth,Tamsyn Muir,,Bots of the Lost Ark; Colors of the Immortal Palette; Mr. Death; Tangles; Where Oaken Hearts Do Gather,Suzanne Palmer; Caroline M. Yoachim; Alix E. Harrow; Seanan McGuire; Sarah Pinsker,Yes,Scarlet Odyssey,C.T. Rwizi,,Machinehood,S.B. Divya,Yes,Arm of the Sphinx,Josiah Bancroft,,The Past is Red,Catherynne M. Valente,,Into the Riverlands,Nghi Vo,,An Unkindness of Magicians,Kat Howard,,A Dead Djinn in Cairo,P. Djèlí Clark,,The Wild Robot Escapes,Peter Brown,Yes,Sea of Tranquility,Emily St. John Mandel,,,,,O2 Arena,Oghenechovwe Donald Ekpeki,That Story Isn't the Story,John Wiswell,Proof by Induction,José Pablo Iriarte,Unknown Number,Blue Neustifter,The Sin of America,Catherynne M. Valente,A Prayer for the Crown-Shy,Becky Chambers,Yes,Legends & Lattes,Travis Baldree,,The Steerswoman,Rosemary Kirstein,Yes,Robopocalypse,Daniel H. Wilson,Yes,Shriek: An Afterword,Jeff VanderMeer,Yes,Frankenstein in Baghdad,Ahmed Saadawi,Yes,Jade War,Fonda Lee,Yes
486.0,,,,,,,,,,,,,,,Project Hail Mary,Andy Weir,,Clever Lazy,Joan Bodger,Yes,,,,,,,Red Rising,Pierce Brown,,Ogres,Adrian Tchaikovsky,Yes,The Dream-Quest of Vellitt Boe,Kij Johnson,Yes,The Twisted Ones,T. Kingfisher,Yes,,,,,,,,,,,,,"After the Fall, Before the Fall, During the Fall",Nancy Kress,,,,,,,,,,,,,,,A Psalm for the Wild-Built,Becky Chambers,Yes,,,,,,,The Cartographers,Peng Shepherd,,,,,Too Like the Lightning,Ada Palmer,Yes,In an Absent Dream,Seanan McGuire,
487.0,Five Short Stories,Set in Asia 2021,A Memory Called Empire,Arkady Martine,,What Moves the Dead,T. Kingfisher,Yes,Shady Hollow,Juneau Black,,Kindred,Octavia E. Butler,Yes,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,The Luminous Dead,Caitlin Starling,Yes,Forging Hephaestus,Drew Hayes,,Legends & Lattes,Travis Baldree,,Xenos,Dan Abnett,,Gild,Raven Kennedy,,The Atlas Six,Olivie Blake,,Ring Shout,P. Djèlí Clark,Yes,The Undertaking of Hart and Mercy,Megan Bannen,,Even Though I Knew the End,C.L. Polk,Yes,The City of Brass,S.A. Chakraborty,,Lore Olympus,Rachel Smythe,,Dark Matter,Blake Crouch,Yes,,,,,,,,,,,,,,Assassin's Quest,Robin Hobb,Yes,The Bridge Kingdom,Danielle L. Jensen,,The Priory of the Orange Tree,Samantha Shannon,,A Touch of Darkness,Scarlett St. Clair,Yes,Mongrels,Stephen Graham Jones,,Uprooted,Naomi Novik,,The Devouring Gray,Christine Lynn Herman,Yes
488.0,,,The Traitor Baru Cormorant,Seth Dickinson,,The Bone Shard Daughter,Andrea Stewart,Yes,Nemesis Games,James S.A. Corey,,Babel,R.F. Kuang,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,Cat's Cradle,Kurt Vonnegut,Yes,"Black Leopard, Red Wolf",Marlon James,,Red Rising,Pierce Brown,,Bloody Rose,Nicholas Eames,,The Inadequate Heir,Danielle L. Jensen,,The Ten Thousand Doors of January,Alix E. Harrow,,The City of Brass,S.A. Chakraborty,,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,,Jade City,Fonda Lee,Yes,A Master of Djinn,P. Djèlí Clark,,The Ninth Rain,Jen Williams,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,She Walks in Shadows,"Silvia Moreno-Garcia, Paula R. Stiles",Yes,,,,,,,,,,,All Systems Red,Martha Wells,,Scales and Sensibility,Stephanie Burgis,,A Beautifully Foolish Endeavor,Hank Green,Yes,Black Sun,Rebecca Roanhorse,Yes,Hounded,Kevin Hearne,,Uzumaki,Junji Ito,,The First Girl Child,Amy Harmon,Yes
489.0,Set in Africa,Witches,The Magpie Lord,K.J. Charles,Yes,Ice Planet Barbarians,Ruby Dixon,Yes,Ruby Fever,Ilona Andrews,,Caroline's Heart,Austin Chant,Yes,Only Bad Options,Jennifer Estep,Yes,Small Miracles,Olivia Atwater,Yes,The Fae Queen's Captive,Sierra Simone,,The Undertaking of Hart and Mercy,Megan Bannen,Yes,The Winter King,C.L. Wilson,Yes,The Wolf and the Girl,Aster Glenn Gray,Yes,Janine: His True Alpha,Chencia H. Higgins,,The Inadequate Heir,Danielle L. Jensen,,Of Roses and Rituals,S.L. Prater,,Guardian Demon,Meljean Brook,Yes,Witches Get Stuff Done,Molly Harper,,The Cybernetic Tea Shop,Meredith Katz,,Snowstorms & Sleigh Bells,Kelley Armstrong,,Once Upon a Forbidden Desire,Grace Draven and Jeffe Kennedy,Yes,,,,,,,,,,,Wicked Ugly Bad,Cassandra Gannon,Yes,Entreat Me by,Grace Draven,,Bellewether,Susanna Kearsley,Yes,The Very Secret Society of Irregular Witches,Sangu Mandanna,,Love Potion for the Alpha,Alice Coldbreath,,Wolf Moon,Nora Roberts,,The Heir Apparent's Rejected Mate,Cate C. Wells,Yes
