,gender,ethnicity,queer,nationality
Elizabeth Moon,Woman,White,False,Unknown
Freydís Moon,Unknown,Unknown,,Unknown
Kathryn Moon,Unknown,Unknown,,Unknown
J.E. Mooney,Unknown,White,False,Unknown
Stephen Mooney,Unknown,Unknown,,Unknown
D. Moonfire,Man,White,False,Unknown
Moonsia,Unknown,Unknown,,Unknown
Michael Moorcock,Man,White,False,Unknown
Alan Moore,Man,White,False,Unknown
B. Sharise Moore,Woman,Black,False,Unknown
C.L. Moore,Woman,White,False,Unknown
Christopher Moore,Man,White,False,Unknown
David Thomas Moore,Man,White,False,Unknown
Fiona Moore,Unknown,Unknown,,Unknown
H.R. Moore,Unknown,Unknown,,Unknown
James A. Moore,Unknown,Unknown,,Unknown
Jeremy M. Moore,Unknown,Unknown,,Unknown
Lauren Moore,Unknown,Unknown,,Unknown
Lorrie Moore,Unknown,Unknown,,Unknown
Marian Denise Moore,Unknown,Unknown,,Unknown
Perry Moore,Unknown,Unknown,,Unknown
Scott Moore,Man,White,False,Unknown
Stuart Moore,Unknown,Unknown,,Unknown
Tegan Moore,Unknown,Unknown,,Unknown
Terry Moore,Man,White,False,Unknown
Wayétu Moore,Unknown,Unknown,,Unknown
Parker Moose,Unknown,Unknown,,Unknown
Dan Mora,Unknown,Unknown,,Unknown
Sunny Moraine,Unknown,Unknown,,Unknown
James F. Mordechai,Unknown,Unknown,,Unknown
Mordelle,Unknown,Unknown,,Unknown
Thomas More,Unknown,Unknown,,Unknown
Khalia Moreau,Unknown,Unknown,,Unknown
The Daughter of Doctor Moreau,Unknown,Unknown,,Unknown
Jenna Moreci,Unknown,Unknown,,Unknown
Gus Moreno,Man,Hispanic,False,Unknown
Silvia Moreno-Garcia,Woman,Hispanic,False,Unknown
Christine Morgan,Unknown,Unknown,,Unknown
Christopher Morgan,Unknown,Unknown,,Unknown
Craig S. Morgan,Unknown,Unknown,,Unknown
Kass Morgan,Woman,White,False,Unknown
Louisa Morgan,Woman,White,False,Unknown
Rachel Morgan,Unknown,Unknown,,Unknown
Richard K. Morgan,Man,White,True,Unknown
Sarah Morgan,Unknown,Unknown,,Unknown
Shannon Morgan,Unknown,Unknown,,Unknown
Talli L. Morgan,Unknown,Unknown,,Unknown
Erin Morgenstern,Woman,White,False,Unknown
Casey Moriarty,Unknown,Unknown,,Unknown
Chris Moriarty,Unknown,Unknown,,Unknown
Jaclyn Moriarty,Unknown,Unknown,,Unknown
Tomihiko Morimi,Unknown,Unknown,,Unknown
J.S. Morin,Unknown,Unknown,,Unknown
Jean Philippe Morin,Unknown,Unknown,,Unknown
Hiroyuki Morioka,Man,Asian,False,Unknown
Kisetsu Morita,Man,Asian,False,Unknown
Mornn,Unknown,Unknown,,Unknown
Guy Morpuss,Unknown,Unknown,,Unknown
Brittney Morris,Woman,Black,True,Unknown
Cass Morris,Woman,White,False,Unknown
Gerald Morris,Man,White,False,Unknown
Jan Morris,Woman,White,True,Unknown
Janet E. Morris,Unknown,Unknown,,Unknown
Jordan Morris,Unknown,Unknown,,Unknown
Mark Morris,Man,White,False,Unknown
William Morris,Man,White,False,Unknown
Wren K. Morris,Unknown,Unknown,,Unknown
Grant Morrison,Man,White,False,Unknown
Reese Morrison,Unknown,Unknown,,Unknown
Toni Morrison,Woman,Black,False,Unknown
Bethany C. Morrow,Woman,Black,False,Unknown
James Morrow,Unknown,Unknown,,Unknown
Sylvia Morrow,Unknown,Unknown,,Unknown
Katrine Buch Mortensen,Woman,White,True,Unknown
Marcin Mortka,Unknown,Unknown,,Unknown
Lily Morton,Woman,White,False,Unknown
Kate Moseman,Unknown,Unknown,,Unknown
Scott J. Moses,Unknown,Unknown,,Unknown
Ottessa Moshfegh,Unknown,Unknown,,Unknown
Circe Moskowitz,Unknown,Unknown,,Unknown
Coralie Moss,Unknown,Unknown,,Unknown
Maya Motayne,Woman,Hispanic,False,Unknown
Jaime Lee Moyer,Unknown,Unknown,,Unknown
MsKingBean89,Woman,Unknown,,Unknown
Timothy Mudie,Man,White,False,Unknown
Sara A. Mueller,Unknown,Unknown,,Unknown
Santa Muerte,Unknown,Unknown,,Unknown
Tamsyn Muir,Woman,White,True,Unknown
Shirshendu Mukhopadhyay,Unknown,Unknown,,Unknown
Brandon Mull,Unknown,Unknown,,Unknown
Marie M. Mullany,Unknown,Unknown,,Unknown
Brennan Lee Mulligan,Unknown,Unknown,,Unknown
J.L. Mullins,Unknown,Unknown,,Unknown
Multiple,Unknown,Unknown,,Unknown
Rosaria Munda,Woman,White,False,Unknown
Deston J. Munden,Man,Black,True,Unknown
Miranda Mundt,Unknown,Unknown,,Unknown
Ian Muneshwar,Unknown,Unknown,,Unknown
Deya Muniz,Unknown,Unknown,,Unknown
Randall Munroe,Unknown,Unknown,,Unknown
Michael G. Munz,Man,White,False,Unknown
Mahvesh Murad,Woman,Asian,False,Unknown
Haruki Murakami,Man,Asian,False,Unknown
Doug Murano,Unknown,Unknown,,Unknown
Sayaka Murata,Woman,Asian,False,Unknown
Oscar de Muriel,Man,Hispanic,False,Unknown
Jennifer Muro,Unknown,Unknown,,Unknown
Brian Murphy,Unknown,Unknown,,Unknown
Cerece Rennie Murphy,Unknown,Unknown,,Unknown
Julie Murphy,Unknown,Unknown,,Unknown
Pat Murphy,Unknown,Unknown,,Unknown
Sarah Flannery Murphy,Woman,White,False,Unknown
Sean Murphy,Unknown,Unknown,,Unknown
Andrew Hunter Murray,Man,White,False,Unknown
C.L. Murray,Unknown,Unknown,,Unknown
Kristy Murray,Unknown,Unknown,,Unknown
Lee Murray,Unknown,Unknown,,Unknown
Baris Mustecaplioglu,Man,Asian,False,Unknown
Alex Myers,Man,White,True,Unknown
B.R. Myers,Unknown,Unknown,,Unknown
John Myers Myers,Unknown,Unknown,,Unknown
Mike Myers,Unknown,Unknown,,Unknown
Jill Myles,Unknown,Unknown,,Unknown
Mia Myllymäki,Unknown,Unknown,,Unknown
Selkie Myth,Woman,White,False,Unknown
Bae Myung-hoon,Unknown,Unknown,,Unknown
Gabriel García Márquez,Man,Hispanic,False,Unknown
NISIOISIN,Man,White,False,Unknown
Minchae Na,Unknown,Asian,,Unknown
Vladimir Nabokov,Unknown,Unknown,,Unknown
George Nader,Unknown,Unknown,,Unknown
Nagabe,Man,Asian,False,Unknown
Sequoia Nagamatsu,Woman,Asian,False,Unknown
Linda Nagata,Woman,White,False,Unknown
K. Vale Nagle,Unknown,Unknown,,Unknown
Pati Nagle,Unknown,Unknown,,Unknown
Emmett Nahil,Unknown,Unknown,,Unknown
Paul J. Nahin,Man,White,False,Unknown
Ted Naifeh,Unknown,Unknown,,Unknown
David Naimon,Unknown,Unknown,,Unknown
G.M. Nair,Man,Asian,False,Unknown
Kyoko Nakajima,Woman,Asian,False,Unknown
Madeleine Nakamura,Unknown,Unknown,,Unknown
Satsuki Nakamura,Unknown,Unknown,,Unknown
Cho Nam-Joo,Unknown,Unknown,,Unknown
The Unspoken Name,Unknown,Unknown,,Unknown
T.R. Napper,Unknown,Unknown,,Unknown
Ryohgo Narita,Man,Asian,False,Unknown
Richie Narvaez,Man,Hispanic,False,Unknown
C.M. Nascosta,Unknown,Unknown,,Unknown
Ariana Nash,Unknown,Unknown,,Unknown
Layla Nash,Unknown,Unknown,,Unknown
Brian Naslund,Man,White,False,Unknown
Ian Nathan,Man,White,False,Unknown
Brenna Nation,Unknown,Unknown,,Unknown
Sōsuke Natsukawa,Man,Asian,False,Unknown
Pranas Naujokaitis,Unknown,Unknown,,Unknown
Yvonne Navarro,Woman,Hispanic,False,Unknown
Jonathan Navier,Unknown,Unknown,,Unknown
Daniel Nayeri,Unknown,Unknown,,Unknown
Ray Nayler,Man,White,False,Unknown
Gloria Naylor,Woman,Black,False,Unknown
Yvette Lisa Ndlovu,Unknown,Unknown,,Unknown
Neal,Unknown,Unknown,,Unknown
Necariin,Man,White,False,Unknown
Henry H. Neff,Unknown,Unknown,,Unknown
Javier Negrete,Unknown,Unknown,,Unknown
Maurício Negro,Unknown,Unknown,,Unknown
Dan Neil,Unknown,Unknown,,Unknown
Val Neil,Man,White,False,Unknown
Chloe Neill,Woman,White,False,Unknown
J. Edward Neill,Unknown,Unknown,,Unknown
David Neilsen,Unknown,Unknown,,Unknown
Nekokurage,Unknown,Unknown,,Unknown
Richard Nell,Man,White,False,Unknown
Berenice Nelle,Unknown,Unknown,,Unknown
Emma Nelson,Unknown,Unknown,,Unknown
Erik David Nelson,Unknown,Unknown,,Unknown
Nemorosus,Unknown,Unknown,,Unknown
E. Nesbit,Woman,White,False,Unknown
Mari Ness,Unknown,Unknown,,Unknown
Patrick Ness,Man,White,False,Unknown
GennaRose Nethercott,Unknown,Unknown,,Unknown
Rachel Neumeier,Woman,White,True,Unknown
Blue Neustifter,Unknown,Unknown,,Unknown
Sylvain Neuvel,Man,White,False,Unknown
Christina Neuwirth,Unknown,Unknown,,Unknown
Alec Nevala-Lee,Man,Asian,False,Unknown
Adam Nevill,Man,White,False,Unknown
Jess Nevins,Man,White,False,Unknown
Eshkol Nevo,Man,White,False,Unknown
Annalee Newitz,Nonbinary,White,True,Unknown
Courttia Newland,Unknown,Unknown,,Unknown
Emma Newman,Woman,White,False,Unknown
Kim Newman,Man,White,False,Unknown
M.J Newman,Woman,White,True,Unknown
Peter Newman,Man,White,False,Unknown
Sandra Newman,Unknown,Unknown,,Unknown
Haley Newsome,Unknown,Unknown,,Unknown
Michael Newton,Unknown,Unknown,,Unknown
Celeste Ng,Unknown,Unknown,,Unknown
Jeannette Ng,Nonbinary,Asian,False,Unknown
Kaye Ng,Unknown,Unknown,,Unknown
Natasha Ngan,Woman,Asian,True,Unknown
Dustin Nguyen,Unknown,Unknown,,Unknown
Lena Nguyen,Woman,Asian,False,Unknown
Mai K. Nguyen,Woman,Asian,False,Unknown
Trung Le Nguyen,Man,Asian,True,Unknown
Xueting Christine Ni,Unknown,Unknown,,Unknown
J.T. Nicholas,Unknown,Unknown,,Unknown
Stan Nicholls,Unknown,Unknown,,Unknown
Amerie Mi Marie Nicholson,Woman,White,False,Unknown
Hope Nicholson,Woman,White,False,Unknown
William Nicholson,Unknown,Unknown,,Unknown
Kayleigh Nicol,Woman,White,False,Unknown
Rafael Nicolás,Unknown,Unknown,,Unknown
Feng Yu Nie,Unknown,Unknown,,Unknown
Rune S. Nielsen,Unknown,Unknown,,Unknown
Kerry Nietz,Unknown,Unknown,,Unknown
Linda Raquel Perez Nieves,Unknown,Unknown,,Unknown
Audrey Niffenegger,Woman,White,False,Unknown
Yasuhiro Nightow,Unknown,Unknown,,Unknown
Marieke Nijkamp,Nonbinary,White,True,Unknown
Edward Nile,Man,White,False,Unknown
Douglas Niles,Man,White,False,Unknown
Frida Nilsson,Unknown,Unknown,,Unknown
Pelle Nilsson,Man,White,False,Unknown
Jenny Nimmo,Unknown,Unknown,,Unknown
Leonard Nimoy,Man,White,False,Unknown
Sonia Nimr,Woman,Asian,False,Unknown
Larry Niven,Man,White,False,Unknown
Garth Nix,Man,White,False,Unknown
Shin Noah,Man,Asian,False,Unknown
Noc,Unknown,Asian,,Unknown
Christi Nogle,Unknown,Unknown,,Unknown
Candace Nola,Unknown,Unknown,,Unknown
Mizuki Nomura,Woman,Asian,False,Unknown
Lynette Noni,Woman,White,False,Unknown
Emily Noon,Unknown,Unknown,,Unknown
Jeff Noon,Man,White,False,Unknown
K.L. Noone,Unknown,Unknown,,Unknown
Cees Nooteboom,Unknown,Unknown,,Unknown
Glenda Noramly,Unknown,Unknown,,Unknown
Brian J. Nordon,Unknown,Unknown,,Unknown
Sara Norja,Unknown,Unknown,,Unknown
John Norman,Unknown,Unknown,,Unknown
Kensley Norris,Woman,White,False,Unknown
Anna North,Woman,White,False,Unknown
Claire North,Woman,White,False,Unknown
Julian North,Unknown,Unknown,,Unknown
Ryan North,Man,White,False,Unknown
Jenn Northington,Unknown,Unknown,,Unknown
Chris Northrop,Unknown,Unknown,,Unknown
Andre Norton,Woman,White,False,Unknown
Mary Norton,Woman,White,False,Unknown
Sebastian Nothwell,Man,White,True,Unknown
Sharyn November,Woman,White,False,Unknown
Andrii Novik,Unknown,Unknown,,Unknown
Naomi Novik,Woman,White,False,Unknown
Gabe Cole Novoa,Unknown,Unknown,,Unknown
Julie Nováková,Unknown,Unknown,,Unknown
This All Come Back Now,Unknown,Unknown,,Unknown
Maggie Nowakowska,Woman,White,False,Unknown
Philip Francis Nowlan,Unknown,Unknown,,Unknown
Masande Ntshanga,Man,Black,False,Unknown
Cheryl S. Ntumy,Unknown,Unknown,,Unknown
Sigrid Nunez,Unknown,Unknown,,Unknown
Errick Nunnally,Unknown,Unknown,,Unknown
Tiina Nunnally,Unknown,Unknown,,Unknown
Wang Nuonuo,Unknown,Unknown,,Unknown
Christopher G. Nuttall,Man,White,False,Unknown
Kōtuku Titihuia Nuttall,Unknown,Unknown,,Unknown
Michael Nwanolue,Unknown,Unknown,,Unknown
Okezie Nwoka,Unknown,Unknown,,Unknown
James O'Barr,Man,White,False,Unknown
Tabitha O'Connell,Unknown,Unknown,,Unknown
Bryce O'Connor,Man,White,False,Unknown
Claire O'Dell,Woman,White,True,Unknown
Caroline O'Donoghue,Woman,White,False,Unknown
Nick O'Donohoe,Unknown,Unknown,,Unknown
Kieron O'Duibhir,Unknown,Unknown,,Unknown
Peadar O'Guilin,Man,White,False,Unknown
Megan E. O'Keefe,Woman,White,False,Unknown
Bryan Lee O'Malley,Unknown,Unknown,,Unknown
Daniel O'Malley,Man,White,False,Unknown
Thomas O'Malley,Unknown,Unknown,,Unknown
Tricia O'Malley,Unknown,Unknown,,Unknown
Mallory O'Meara,Woman,White,False,Unknown
Stewart O'Nan,Unknown,Unknown,,Unknown
Kristen O'Neal,Woman,White,False,Unknown
Kay O'Neill,Unknown,Unknown,,Unknown
Louise O'Neill,Unknown,Unknown,,Unknown
Marie O'Regan,Unknown,Unknown,,Unknown
Elizabeth O'Roark,Unknown,Unknown,,Unknown
Kass O'Shire,Unknown,Unknown,,Unknown
Nancy O'Toole,Woman,White,False,Unknown
ONE,Unknown,Unknown,,Unknown
J.P. Oakes,Man,White,False,Unknown
Bill Oakley,Unknown,Unknown,,Unknown
Rosalie Oaks,Woman,White,False,Unknown
E.S. Obern,Unknown,Unknown,,Unknown
Tatiana Obey,Unknown,Unknown,,Unknown
Victor Fernando R. Ocampo,Man,Asian,False,Unknown
Weston Ochse,Unknown,Unknown,,Unknown
J.W. Ocker,Unknown,Unknown,,Unknown
Eiichiro Oda,Man,Asian,False,Unknown
Scott Oden,Man,White,False,Unknown
Tessonja Odette,Woman,White,False,Unknown
Mel Odom,Unknown,Unknown,,Unknown
Andrew J. Offutt,Unknown,Unknown,,Unknown
Frances Ogamba,Unknown,Unknown,,Unknown
Yōko Ogawa,Woman,Asian,False,Unknown
Aimee Ogden,Woman,White,False,Unknown
Noriko Ogiwara,Unknown,Unknown,,Unknown
Tobi Ogundiran,Unknown,Unknown,,Unknown
Axie Oh,Unknown,Unknown,,Unknown
Ellen Oh,Unknown,Unknown,,Unknown
Temi Oh,Woman,Black,False,Unknown
The Girl Who Fell Beneath the Sea by Axie Oh,Unknown,Unknown,,Unknown
Mariko Ohara,Woman,Asian,False,Unknown
Kikka Ohashi,Unknown,Unknown,,Unknown
Tsugumi Ohba,Unknown,Unknown,,Unknown
Emma K. Ohland,Unknown,Unknown,,Unknown
Yoshitoko Oima,Unknown,Unknown,,Unknown
Tolá Okogwu,Unknown,Unknown,,Unknown
Irenosen Okojie,Unknown,Unknown,,Unknown
Nnedi Okorafor,Woman,Black,False,Unknown
Ehigbor Okosun,Unknown,Unknown,,Unknown
Arika Okrent,Woman,White,False,Unknown
Ben Okri,Man,Black,False,Unknown
Suyi Davies Okungbowa,Man,Black,False,Unknown
Roye Okupe,Unknown,Unknown,,Unknown
Odour Okwiri,Unknown,Unknown,,Unknown
Daniel José Older,Man,Hispanic,False,Unknown
Malka Ann Older,Woman,White,False,Unknown
Ash Oldfield,Unknown,Unknown,,Unknown
Isabela Oliveira,Unknown,Unknown,,Unknown
Joseph Oliveira,Man,White,False,Unknown
Ren Oliveira,Unknown,Unknown,,Unknown
Ben Oliver,Man,White,False,Unknown
Jana Oliver,Woman,White,False,Unknown
Lauren Oliver,Unknown,Unknown,,Unknown
Staci Olsen,Unknown,Unknown,,Unknown
Alexander Olson,Unknown,Unknown,,Unknown
Jessica S. Olson,Woman,White,False,Unknown
Quenby Olson,Woman,White,False,Unknown
Deji Bryce Olukotun,Unknown,Unknown,,Unknown
Fujino Omori,Unknown,Unknown,,Unknown
Viano Oniomoh,Unknown,Unknown,,Unknown
Fuyumi Ono,Woman,Asian,False,Unknown
Nuzo Onoh,Unknown,Unknown,,Unknown
Chibundu Onuzo,Unknown,Unknown,,Unknown
Chinelo Onwualu,Unknown,Unknown,,Unknown
Tochi Onyebuchi,Man,Black,False,Unknown
Kenneth Oppel,Man,White,False,Unknown
Holly Ordway,Woman,White,False,Unknown
T.S. Orgel,Unknown,Unknown,,Unknown
Rima Orie,Unknown,Unknown,,Unknown
Carissa Orlando,Unknown,Unknown,,Unknown
Steve Orlando,Unknown,Unknown,,Unknown
Dean Ormston,Unknown,Unknown,,Unknown
Daniel Mallory Ortberg,Unknown,Unknown,,Unknown
Claribel A. Ortega,Unknown,Unknown,,Unknown
Peter Orullian,Unknown,Unknown,,Unknown
George Orwell,Man,White,False,Unknown
Alexey Osadchuk,Unknown,Unknown,,Unknown
Isle Osaki,Unknown,Unknown,,Unknown
Jon R. Osborne,Unknown,Unknown,,Unknown
Karen Osborne,Woman,White,False,Unknown
Claire Oshetsky,Unknown,Unknown,,Unknown
Shuzo Oshimi,Unknown,Unknown,,Unknown
Mark Oshiro,Nonbinary,Hispanic,True,Unknown
Aaron Oster,Unknown,Unknown,,Unknown
Molly Knox Ostertag,Woman,White,True,Unknown
Eloghosa Osunde,Unknown,Unknown,,Unknown
Sean Oswald,Unknown,Unknown,,Unknown
Patton Oswalt,Unknown,Unknown,,Unknown
Katsuhiro Otomo,Man,Asian,False,Unknown
Ash Van Otterloo,Nonbinary,White,True,Unknown
Ryan Ottley,Unknown,Unknown,,Unknown
Vichet Ou,Unknown,Unknown,,Unknown
Oumiya,Unknown,Unknown,,Unknown
Alexandra Overy,Unknown,Unknown,,Unknown
Ovid,Unknown,Unknown,,Unknown
Anya Ow,Woman,Asian,False,Unknown
Jess E. Owen,Unknown,Unknown,,Unknown
Laura Owen,Unknown,Unknown,,Unknown
Lauren Owen,Unknown,Unknown,,Unknown
Margaret Owen,Woman,White,False,Unknown
Lauren Owens,Unknown,Unknown,,Unknown
Rain Oxford,Woman,White,False,Unknown
Hiroko Oyamada,Unknown,Unknown,,Unknown
Adam Oyebanji,Unknown,Unknown,,Unknown
Helen Oyeyemi,Woman,Black,False,Unknown
Yei Theodora Ozaki,Woman,Asian,False,Unknown
Antoine Ozanam,Unknown,Unknown,,Unknown
Ruth Ozeki,Unknown,Unknown,,Unknown
Robert C. O’Brien,Unknown,Unknown,,Unknown
P,Unknown,Unknown,,Unknown
Elizabeth PEters,Unknown,Unknown,,Unknown
C.S. Pacat,Woman,White,False,Unknown
David R. Packer,Unknown,Unknown,,Unknown
Jamie Pacton,Unknown,Unknown,,Unknown
Liz Paffel,Unknown,Unknown,,Unknown
Briar Ripley Page,Unknown,Unknown,,Unknown
Shelly Page,Unknown,Unknown,,Unknown
Danielle Paige,Unknown,Unknown,,Unknown
Ellinor Pailing,Unknown,Unknown,,Unknown
Kristen Painter,Unknown,Unknown,,Unknown
Lynn Painter,Unknown,Unknown,,Unknown
Sarah Painter,Woman,White,False,Unknown
J. Pal,Unknown,Unknown,,Unknown
The Vanishers' Palace,Unknown,Unknown,,Unknown
R.J. Palacio,Unknown,Unknown,,Unknown
Chuck Palahniuk,Unknown,Unknown,,Unknown
John Palladino,Unknown,Unknown,,Unknown
Félix J. Palma,Man,White,False,Unknown
Joshua Palmatier,Unknown,Unknown,,Unknown
Ada Palmer,Woman,White,True,Unknown
Pamela Palmer,Unknown,Unknown,,Unknown
R.E. Palmer,Unknown,Unknown,,Unknown
Suzanne Palmer,Unknown,Unknown,,Unknown
Marco Palmieri,Unknown,Unknown,,Unknown
Suzan Palumbo,Unknown,Unknown,,Unknown
Susan Palwick,Woman,White,False,Unknown
Emily X. R. Pan,Unknown,Unknown,,Unknown
Emily XR Pan,Unknown,Unknown,,Unknown
Chris Panatier,Unknown,Unknown,,Unknown
Gigi Pandian,Woman,White,False,Unknown
Aatmaja Pandya,Unknown,Unknown,,Unknown
Y.M. Pang,Unknown,Unknown,,Unknown
Edgar Pangborn,Unknown,Unknown,,Unknown
Prem Panicker,Unknown,Unknown,,Unknown
M.J. Pankey,Unknown,Unknown,,Unknown
Michael Panush,Unknown,Unknown,,Unknown
Christopher Paolini,Man,White,False,Unknown
Giovanni Papini,Unknown,Unknown,,Unknown
Aaron Paquette,Man,Native,False,Unknown
Vikram Paralkar,Man,Asian,True,Unknown
Intan Paramaditha,Unknown,Unknown,,Unknown
Blaine Lee Pardoe,Unknown,Unknown,,Unknown
Iria G. Parente,Unknown,Unknown,,Unknown
Jim Parfitt,Unknown,Unknown,,Unknown
Dominik Parisien,Man,White,True,Unknown
Carol A. Park,Unknown,Unknown,,Unknown
Linda Sue Park,Unknown,Unknown,,Unknown
Sang Joon Park,Unknown,Unknown,,Unknown
Sunyoung Park,Unknown,Unknown,,Unknown
K.J. Parker,Man,White,False,Unknown
Liz Parker,Unknown,Unknown,,Unknown
Natalie C. Parker,Woman,White,False,Unknown
Sarah A. Parker,Unknown,Unknown,,Unknown
Steve Parker,Unknown,White,False,Unknown
Shelley Parker-Chan,Nonbinary,Asian,True,Unknown
Lance Parkin,Unknown,Unknown,,Unknown
Richard Parks,Unknown,Unknown,,Unknown
Edward Parnell,Man,White,False,Unknown
Kelsey Parpart,Unknown,Unknown,,Unknown
Rhonda Parrish,Woman,White,False,Unknown
Ryan Parrott,Unknown,Unknown,,Unknown
H.G. Parry,Woman,White,False,Unknown
Heather Parry,Unknown,Unknown,,Unknown
Mike Parsons,Unknown,Unknown,,Unknown
Norman Partridge,Unknown,Unknown,,Unknown
Norman Erikson Pasaribu,Unknown,Unknown,,Unknown
Selene M. Pascual,Unknown,Unknown,,Unknown
Kathrin Passig,Unknown,Unknown,,Unknown
Sofiya Pasternack,Unknown,Unknown,,Unknown
Sanjay Patel,Unknown,Unknown,,Unknown
Vaishnavi Patel,Unknown,Unknown,,Unknown
Benedict Patrick,Man,White,False,Unknown
Clarissa Pattern,Unknown,Unknown,,Unknown
Cara Patterson,Woman,White,True,Unknown
James Patterson,Unknown,Unknown,,Unknown
Janci Patterson,Woman,White,False,Unknown
Edith Pattou,Unknown,Unknown,,Unknown
Sarah Pauling,Unknown,Unknown,,Unknown
Laline Paull,Unknown,Unknown,,Unknown
Bree Paulson,Unknown,Unknown,,Unknown
Kristoffer Pauly,Unknown,Unknown,,Unknown
Michelle Paver,Woman,White,False,Unknown
Milorad Pavic,Unknown,Unknown,,Unknown
Diana L. Paxson,Unknown,Unknown,,Unknown
Loghan Paylor,Unknown,Unknown,,Unknown
C.R.C. Payne,Unknown,Unknown,,Unknown
Charles Payseur,Unknown,Unknown,,Unknown
Bernie Anés Paz,Man,Hispanic,False,Unknown
Kathleen Peacock,Unknown,Unknown,,Unknown
Mervyn Peake,Man,White,False,Unknown
Cate Pearce,Woman,White,True,Unknown
Edward Pearson,Unknown,Unknown,,Unknown
Mary E. Pearson,Woman,White,False,Unknown
Ridley Pearson,Unknown,Unknown,,Unknown
Neil Peart,Unknown,Unknown,,Unknown
Lana Pecherczyk,Unknown,Unknown,,Unknown
Steven L. Peck,Unknown,Unknown,,Unknown
Caroline Peckham,Unknown,Unknown,,Unknown
David Pedreira,Unknown,Unknown,,Unknown
Matthew Peed,Unknown,Unknown,,Unknown
Jordan Peele,Unknown,Unknown,,Unknown
Hayford Peirce,Unknown,Unknown,,Unknown
Isabel Pelech,Woman,White,False,Unknown
Victor Pelevin,Unknown,Unknown,,Unknown
Andy Peloquin,Unknown,Unknown,,Unknown
Shelby Van Pelt,Unknown,Unknown,,Unknown
Dani Pendergast,Unknown,Unknown,,Unknown
J.K. Pendragon,Unknown,Unknown,,Unknown
L. Penelope,Woman,Black,False,Unknown
Leslye Penelope,Unknown,Unknown,,Unknown
G.D. Penman,Unknown,Unknown,,Unknown
J. Penner,Unknown,Unknown,,Unknown
Sarah Penner,Woman,White,False,Unknown
Winter Pennington,Unknown,Unknown,,Unknown
Sara Pennypacker,Unknown,Unknown,,Unknown
Elizabeth La Pensee,Unknown,Unknown,,Unknown
Kate Pentecost,Unknown,Unknown,,Unknown
Eliot Peper,Unknown,Unknown,,Unknown
Veva Perala,Unknown,Unknown,,Unknown
Samuel Peralta,Unknown,Unknown,,Unknown
Benjamin Percy,Man,White,False,Unknown
Frank E. Peretti,Unknown,Unknown,,Unknown
Arturo Perez-Reverte,Unknown,Unknown,,Unknown
M.K. Perker,Unknown,Unknown,,Unknown
Lynne Rae Perkins,Unknown,Unknown,,Unknown
Stephanie Perkins,Unknown,Unknown,,Unknown
Anne C. Perry,Unknown,Unknown,,Unknown
S.D. Perry,Unknown,Unknown,,Unknown
Steve Perry,Unknown,Unknown,,Unknown
Olivier Peru,Unknown,Unknown,,Unknown
Nick Perumov,Unknown,Unknown,,Unknown
Leo Perutz,Unknown,Unknown,,Unknown
Allegra Pescatore,Woman,White,False,Unknown
Marisha Pessl,Woman,White,False,Unknown
Robyn Peterman,Woman,White,False,Unknown
Camille Peters,Unknown,Unknown,,Unknown
Ellis Peters,Unknown,Unknown,,Unknown
David Petersen,Unknown,Unknown,,Unknown
Jesse Petersen,Unknown,Unknown,,Unknown
David J. Peterson,Man,White,False,Unknown
May Peterson,Woman,White,True,Unknown
Eduard Petiška,Unknown,Unknown,,Unknown
Adam Petrash,Unknown,Unknown,,Unknown
David Petrie,Man,White,False,Unknown
Mariam Petrosyan,Woman,White,False,Unknown
Jemima Pett,Unknown,Unknown,,Unknown
Pierre Pevel,Man,White,False,Unknown
Brenda Peynado,Woman,Hispanic,False,Unknown
Cindy Phan,Unknown,Unknown,,Unknown
Alex Pheby,Man,White,False,Unknown
Philip,Unknown,Unknown,,Unknown
