CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
779,8,Yes,Brood of Bones,A.E. Marling,Yes,NA,"Stake Sauce, Arc 1: The Secret Ingredient Is Love. No, Really",RoAnna Sylver,Yes,NA,Odder Still,D.N. Bryn,Yes,NA,Gellert's New Job,Johannes T. Evans,NA,NA,Phantom and Rook,Aelina Isaacs,Yes,NA,After the Dragons,Cynthia Zhang,Yes,NA,The Bone Harp,Victoria Goddard,Yes,NA,Iron Widow,Xiran Jay Zhao,Yes,NA,Fragmented Fates,Nancy Foster,Yes,NA,The Reanimator's Heart,Kara Jorgensen,Yes,NA,The Whispering Dark,Kelly Andrew,NA,NA,The Invocations,Krystal Sutherland,NA,NA,Saints of Storm and Sorrow,Gabriella Buba,Yes,NA,Hollow Empire,Sam Hawke,Yes,NA,The Oracle Glass,Judith Merkle Riley,NA,NA,How to Train Your Goblin King,Erin Vere,Yes,NA,Space Unicorn Blues,T.J. Berry,Yes,NA,The Spear Cuts Through Water,Simon Jimenez,NA,NA,Taji from Beyond the Rings,R. Cooper,Yes,NA,The Necessity of Rain,Sarah Chorn,Yes,NA,The Bone Houses,Emily Lloyd-Jones,NA,NA,The Neurodiversiverse - Alien Encounters,"Anthony Francis,   Liza Olmsted",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flooded Secrets & The Sea Spirit Festival & Stories from the Deep,Claudie Arseneault,Yes,NA,"Good Mourning, Darling",Azalea Crowley,Yes,NA,Theory,Sienna Tristen,Yes,NA,10. Romantasy,5. Dreams
780,3,Yes,Downbelow Station,C.J. Cherryh,Yes,NA,Warlords of Wyrdwood,R.J. Barker,NA,NA,Starfish,Peter Watts,Yes,NA,The Palace Job,Patrick Weekes,Yes,NA,The Princess Bride,William Goldman,Yes,NA,The Dragon Waiting,John M. Ford,Yes,NA,A Choir of Lies,Alexandra Rowland,NA,NA,Tsalmoth,Steven Brust,Yes,NA,An Altar on the Village Green,Nathan Hall,NA,NA,Small Miracles,Olivia Atwater,Yes,NA,Ninth House,Leigh Bardugo,Yes,NA,Jade War,Fonda Lee,Yes,NA,The Other Valley,Scott Alexander Howard,Yes,NA,Tehanu,Ursula K. Le Guin,Yes,NA,Doomsday Book,Connie Willis,Yes,NA,The Daughter's War,Christopher Buehlman,NA,NA,Memory,Lois McMaster Bujold,Yes,NA,The Saint of Bright Doors,Vajra Chandrasekara,Yes,NA,Tooth and Claw,Jo Walton,Yes,NA,Alien Clay,Adrian Tchaikovsky,Yes,NA,Peace,Gene Wolfe,Yes,NA,Convergence Problems,Wole Talabi,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Fire Upon the Deep,Vernor Vinge,Yes,NA,Hild,Nicola Griffith,Yes,NA,The Heretic's Guide to Homecoming,Sienna Tristan,NA,NA,19. Survival,25. Book Club or Readalong Book
781,3,NA,"Berserk Deluxe Edition, Vol. 1",Kentaro Miura,Yes,NA,Last to Leave the Room,Caitlin Starling,NA,NA,Our Wives Under the Sea,Julia Armfield,Yes,NA,The Virtu,Sarah Monette,NA,NA,The Last House on Needless Street,Catriona Ward,Yes,NA,Black Sheep,Rachel Harrison,NA,NA,The Ruin of Kings,Jenn Lyons,NA,NA,The Justice of Kings,Richard Swan,NA,NA,There Is No Antimemetics Division,qntm,NA,NA,Shards of Honour,Lois McMaster Bujold,NA,NA,Never Let Me Go,Kazuo Ishiguro,Yes,NA,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Yes,NA,Earthflown,Frances Wren,Yes,NA,What Moves the Dead,T. Kingfisher,Yes,NA,Waking the Moon,Elizabeth Hand,Yes,NA,Wolf 359,Gabriel Urbina,Yes,Format: Graphic Novel (at least 1 vol.) OR Audiobook / Audio drama 2020,The Forever War,Joe Haldeman,NA,NA,The Reformatory,Tananarive Due,NA,NA,The Stars Are Legion,Kameron Hurley,Yes,NA,The Silence Factory,Bridget Collins,NA,NA,Camp Damascus,Chuck Tingle,Yes,NA,Sooner or Later Everything Falls Into the Sea,Sarah Pinsker,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Family Business,Jonathan Sims,Yes,NA,The Eye of the World,Robert Jordan,Yes,NA,The Wings Upon Her Back,Samantha Mills,Yes,NA,3. Under the Surface,"16. Orcs, Trolls, and Goblins — Oh My!"
782,7,NA,Gideon the Cutpurse,Linda Buckley-Archer,NA,NA,The Crimson Campaign,Brian McClellan,NA,NA,Starling House,Alix E. Harrow,NA,NA,Artemis Fowl: The Arctic Incident,Eoin Colfer,Yes,NA,City of Miracles,Robert Jackson Bennett,Yes,NA,Sea of Monsters,Rick Riordan,Yes,NA,Bloody Rose,Nicholas Eames,Yes,NA,Snakewood,Adrian Selby,Yes,NA,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,NA,NA,Guns of the Dawn,Adrian Tchaikovsky,NA,NA,Locke & Key,Joe Hill,Yes,NA,World War Z,Max Brooks,Yes,NA,The Best of Michael Swanwick,Michael Swanwick,NA,Published in the 2000s 2023,Saint's Blood,Sebastian de Castell,Yes,NA,The Spirit Ring,Lois McMaster Bujold,Yes,NA,The Silver Chair,C. S. Lewis,NA,NA,Abaddon's Gate,James S. A. Corey,NA,NA,The Poppy War,R. F. Kuang,Yes,NA,Sixteen Ways to Defend a Walled City,K. J. Parker,Yes,NA,Middlegame,Seanan McGuire,Yes,NA,The Ocean at the End of the Lane,Neil Gaiman,Yes,NA,Analog 1,John W. Campbel,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gnomon,Nick Harkaway,Yes,NA,The Calculating Stars,Mary Robinette Kowal,NA,NA,The Aeronaut's Windlass,Jim Butcher,NA,NA,11. Dark Academia,13. Published in 2024
783,0,NA,Gild,Raven Kennedy,Yes,NA,Smoke and Stone,Michael R Fletcher,NA,NA,Across and Endless Sea,Marie Mistry,NA,NA,Five Broken Blades,Mai Corland,Yes,NA,The Poppy War,R.F. Kuang,NA,NA,The Griffin's Mate,Zoe Chant,Yes,NA,The Name of the Wind,Patrick Rothfus,NA,NA,Of Blood and Aether,Harper Hawthorne,NA,NA,Reign & Ruin,J.D. Evans,NA,NA,Paladin's Hope,T. Kingfisher,Yes,NA,Nocticadia,Keri Lake,NA,NA,Dead Sea,Tim Curran,Yes,NA,Heartless Hunter,Kristen Ciccarelli,NA,NA,Godkiller,Hannah Kaner,Yes,NA,NA,NA,NA,NA,Goblin Emperor,Katherine Addison,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Terror,Dan Simmons,Yes,NA,Quill,AC Cobble,NA,NA,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aching God,Mike Shel,Yes,NA,The Road of Bones,Demi Winters,NA,NA,Theft of Swords,Michael J. Sullivan,NA,NA,23. Eldritch Creatures,22. Five SFF Short Stories
784,1,NA,The Lost Hero,Rick Riordan,Yes,NA,"Black Bird, Blue Road",Sofiya Pasternack,Yes,NA,Mars Awakening,Brett Mahar,Yes,NA,The Blood of Crows,Alex C. Pierce,Yes,NA,Dim Stars,Brian P. Rubin,Yes,NA,The Phoenix and the Carpet,E. Nesbit,Yes,NA,The Harp of Kings,Juliet Marillier,Yes,NA,Lore of the Lost: Dragonslayers: The Aelfraver Trilogy Book 2.5,J.R. Traas,Yes,NA,Of Blood & Ashes,Kyoko M.,Yes,NA,The Ever King,L.J. Andrews,NA,NA,Project Hail Mary,Andy Weir,NA,Set in Space 2022,The Way of Kings,Brandon Sanderson,Yes,NA,Blood Brothers Beyond,Rob J. Hayes,NA,NA,Where Shadows Lie,Allegra Pescatore,Yes,NA,"To Green Angel Tower, Part 1",Tad Williams,Yes,NA,Fixer,James Jakins,Yes,NA,Ninefox Gambit,Yoon Ha Lee,Yes,NA,Before the Coffee Gets Cold,Toshikazu Kawaguchi,NA,NA,The Prison Healer,Lynette Noni,Yes,NA,Compass and Blade,Rachel Greenlaw,NA,NA,Artezans: The Forgotten Magic: Book 1,L.D. Lapinski,Yes,NA,Into the Forest: Tales of the Baba Yaga,Lindy Ryan,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annihilation,Jeff VanderMeer,Yes,NA,The Children of Húrin,J.R.R. Tolkien,Yes,NA,Foundryside,Robert Jackson Bennett,NA,NA,3. Under the Surface,11. Dark Academia
785,3,NA,Haunting Beauty,"K. Loraine, Meg Anne",Yes,NA,Wings So Wicked,Emily Blackwood,NA,NA,Into the Drowning Deep,Mira Grant,NA,NA,Caged Wolf,"Caroline Peckham, Susanne Valenti",NA,NA,The Contortionist,Kathryn Ann Kinglsey,NA,NA,The Last Unicorn,Peter S. Beagle,Yes,NA,A Fire Endless,Rebecca Ross,Yes,NA,Bride,Ali Hazelwood,NA,NA,Fae Gods: Maze,Philinna Wood,NA,NA,Wolf Gone Wild,Juliette Cross,NA,NA,Nocticadia,Keri Lake,Yes,NA,Weyward,Emilia Hart,NA,NA,The Good and The Green,Amy Yorke,NA,NA,The Bone Houses,Emily Lloyd-Jones,Yes,NA,Parable of the Sower,Octavia Butler,NA,NA,Gentling the Beast,L.V. Lane,Yes,NA,Winter's Orbit,Everina Maxwell,NA,NA,Ring Shout,P. Djèlí Clark,NA,NA,Dungeon Crawler Karl,Matt Dinniman,Yes,NA,Where the Waters Turn Black,Benedict Patrick,NA,NA,The Sword of Kaigen,M.L. Wang,NA,NA,The Bloody Chamber and Other Stories,Angela Carter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thrum,Meg Smitherman,Yes,NA,Emily Wildes Encyclopedia of Faeries,Heather Fawcett,NA,NA,The Spear Cuts through Water,Simon Jimenez,NA,NA,20. Judge A Book By Its Cover,5. Dreams
786,4,NA,Smash & Grab,Maz Maddox,Yes,NA,Dead Serious Case #4: Professor Prometheus Plume,Vawn Cassidy,Yes,NA,A Darkling Sea,James L. Cambias,Yes,NA,Red Heir,"Lisa Henry, Sarah Honey",NA,NA,Вовчі землі,Наталія Заруднюк,NA,NA,A Natural History of Dragons,Marie Brennan,Yes,NA,Haroun and the Sea of Stories,Salman Rushdie,NA,NA,Пісня дібров,Павло Дерев'янко,Yes,NA,Empire of Shadows,Jacquelyn Benson,NA,NA,A Rival Most Vial,R.K. Ashwick,Yes,NA,An Education in Malice,S.T. Gibson,Yes,NA,The Book of Doors,Gareth Brown,Yes,NA,Ghost Station,S.A. Barnes,NA,NA,The First and Last Adventure of Kit Sawyer,S.E. Harmon,Yes,NA,Harry Potter and the Philosopher's Stone,J.K. Rowling,Yes,NA,Dragonfired,J. Zachary Pike,Yes,NA,Winter's Orbit,Everina Maxwell,Yes,NA,What the River Knows,Isabel Ibañez,NA,NA,Кістяна Вежа,Марі Морт,Yes,NA,The Resurrectionist: The Lost Work of Dr. Spencer Black,E.B. Hudspeth,Yes,NA,Otherworldly,F.T. Lukens,Yes,NA,NA,NA,NA,NA,The Martian Obelisk,Linda Nagata,Mistral Bed and Breakfast,Darcy Coates,The Star,H.G. Wells,The Cabal of Thotash,J. Zachary Pike,The Haunting of Tram Car 015,P. Djèlí Clark,The Last Days of Jack Sparks,Jason Arnopp,Yes,NA,Alien Clay,Adrian Tchaikovsky,NA,NA,The Stardust Thief,Chelsea Abdullah,NA,NA,4. Criminals,11. Dark Academia
787,3,NA,The Colour of Magic,Terry Pratchett,Yes,NA,Full Fathom Five,Max Gladstone,Yes,NA,Walking to Aldebaran,Adrian Tchaikovsky,Yes,NA,Too Like the Lightning,Ada Palmer,NA,NA,Lavinia,Ursula K. Le Guin,Yes,NA,Mammoths at the Gate,Nghi Vo,NA,NA,We Sold Our Souls,Grady Hendrix,NA,NA,Inverted World,Christopher Priest,NA,NA,Sift,Alissa Hattman,Yes,NA,Captain Vorpatril's Alliance,Lois McMaster Bujold,NA,NA,Priory of the Orange Tree,Samantha Shannon,NA,Novel with a Colour in the Title 2020,A Fire Upon the Deep,Verner Vinge,NA,NA,The Wood at Midwinter,Susanna Clarke,NA,NA,Daredevil Omnibus vol 1 & 2,Brian Michael Bendis,Yes,NA,My Soul to Keep,Tananarive Due,Yes,NA,The Goblin Emperor,Katherine Addison,Yes,NA,Superliminal,Vonda McIntyre,Yes,NA,Legacy of Molly Southbourne,Tade Thompson,NA,NA,New York 2140,Kim Stanley Robinson,NA,NA,Our Share of Night,Mariana Enríquez,NA,NA,Selkie Summer,Ken MacLeod,NA,NA,Ten Thousand Lightyears from Home,James Tiptree Jr.,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perdido Street Station,China Mieville,NA,NA,Mordew,Alex Pheby,NA,NA,The Adventures of Amina al-Sirafi,S. A. Chakraborty,NA,NA,17. Space Opera,11. Dark Academia
788,0,NA,The Three-Body Problem,Cixin Liu,NA,NA,Red Seas Under Red Skies,Scott Lynch,NA,NA,The Deep,Rivers Solomon,Yes,NA,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,NA,NA,Thornhedge,T. Kingfisher,NA,NA,Wolfsong,TJ Klune,NA,NA,A River Enchanted,Rebecca Ross,Yes,NA,Onyx Storm,Rebecca Yarros,Yes,NA,Daindreth's Assassin,Elisabeth Wheatley,NA,NA,Half A Soul,Olivia Atwater,NA,NA,The Raven Boys,Maggie Stiefvater,Yes,NA,Jade War,Fonda Lee,NA,NA,The Tainted Cup,Robert Jackson Bennett,NA,NA,Majordomo,Tim Carter,Yes,NA,The Golden Compass,Philip Pullman,Yes,NA,The Hobbit,J. R. R. Tolkien,NA,NA,Project Hail Mary,Andy Weir,NA,NA,Remote Control,Nnedi Okorafor,NA,NA,The Hunger Games,Suzanne Collins,Yes,NA,Slewfoot,Brom,Yes,NA,A Natural History of Dragons,Marie Brennan,NA,NA,"I, Robot",Isaac Asimov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Into the Drowning Deep,Mira Grant,Yes,NA,The Adventures of Amina al-Sirafi,Shannon Chakraborty,Yes,NA,The 7 ½ Deaths of Evelyn Hardcastle,Stuart Turton,NA,NA,18. Author of Color,24. Reference Materials
789,0,Yes,Leviathan Wakes,James S.A. Corey,Yes,NA,The Haunting of Hill House,Shirley Jackson,Yes,NA,Pale Lights: Good Treasons,ErraticErrata,Yes,NA,The Lies of Locke Lamora,Scott Lynch,Yes,NA,The Traitor Baru Cormorant,Seth Dickinson,Yes,NA,Dealing with Dragons,Patricia Wrede,Yes,NA,The Harp of Kings,Juliet Marillier,Yes,NA,The Bronzed Beasts,Roshani Chokshi,Yes,NA,Mother of Learning,Domagoj Kurmaić,Yes,NA,Heaven's Official's Blessing vol. 3,Mò Xiāng Tóng Xiù,Yes,NA,Ninth House,Leigh Bardugo,Yes,NA,Spinning Silver,Naomi Novik,Yes,NA,Flyboy,Kasey LeBlanc,Yes,NA,The Blade Itself,Joe Amberchrombe,Yes,NA,City of Bones,Martha Wells,Yes,NA,A Goblin's Tale,Scott Straughan,Yes,NA,A Memory called Empire,Arkady Martine,Yes,NA,The Saint of Bright Doors,Vajra Chandrasekera,Yes,NA,The Darkness Outside Us,Eliot Schrefer,Yes,NA,Lava Red Feather Blue,Molly Ringle,Yes,NA,The Library of Mount Char,Scott Hawkins,Yes,NA,"Again, Dangerous Visions",Harlan Ellison,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wings upon her Back,Samantha Mills,Yes,NA,The Fifth Season,N.K. Jemisin,Yes,NA,Strange Beasts of China,Yan Ge,Yes,NA,24. Reference Materials,20. Judge A Book By Its Cover
790,0,Yes,Shadow and Bone,Leigh Bardugo,NA,NA,The Lies of Locke Lamora,Scott Lynch,Yes,NA,Our Wives Under The Sea,Julia Armfield,Yes,NA,Vicious,V. E. Schwab,NA,NA,The Night House,Jo Nesbø,NA,NA,Cursed Bunny,Bora Chung,NA,NA,Lunar Park,Bret Easton Ellis,NA,NA,The Ocean at the End of the Lane,Neil Gaiman,Yes,NA,Nightfall,L.H. Cosway,NA,NA,Only One Coffin,A.J. Truman,Yes,NA,Bunny,Mona Awad,Yes,NA,A Beautifully Foolish Endeavor,Hank Green,Yes,NA,How to Become the Dark Lord and Die Trying,Django Wexler,NA,NA,PET,Akwaeke Emezi,Yes,NA,Practical Magic,Alice Hoffman,Yes,NA,Legends & Lattes,Travis Baldree,Yes,NA,Illuminae,"Amie Kaufman, Jay Kristoff",Yes,NA,De kommer att drunkna i sina mödrars tårar,Johannes Anyuru,NA,NA,The Martian,Andy Weir,Yes,NA,Starter Villain,John Scalzi,Yes,NA,The Hills of Estrella Roja,Ashley Robin Franklin,Yes,NA,Things We Lost in the Fire,Mariana Enriquez,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Deadly Education,Naomi Novik,Yes,NA,The Serpent and the Wings of Night,Carissa Broadbent,Yes,NA,The Darkness Outside Us,Eliot Schrefer,NA,NA,15. Published in the 1990s,4. Criminals
791,0,NA,The Crimson Crown,Heather Walter,NA,NA,Such Sharp Teeth,Rachel Harrison,NA,NA,From Below,Darcy Coates,Yes,NA,Assistant to the Villain,Hannah Nicole Maehrer,NA,NA,The Familiar,Leigh Bardugo,NA,NA,Starling House,Alix E. Harrow,NA,NA,The Warm Hands of Ghosts,Katherine Arden,NA,NA,Haunted Ever After,Jen DeLuca,NA,NA,Deadly Occupants,Mads Rafferty,NA,NA,The Fake Mate,Lana Ferguson,NA,NA,An Education in Malice,S.T. Gibson,NA,NA,Her Majesty’s Royal Coven,Juno Dawson,NA,NA,We Used to Live Here,Marcus Kliewer,Yes,NA,Come Tumbling Down,Seanan McGuire,Yes,NA,Needful Things,Stephen King,Yes,NA,Bookshops & Bonedust,Travis Baldree,Yes,NA,Illuminae,Jay Kristoff & Amie Kaufman,NA,NA,Natural Beauty,Ling Ling Huang,NA,NA,Horrorstör,Grady Hendrix,Yes,NA,Incidents Around the House,Josh Malerman,NA,NA,Emily Wilde’s Encyclopedia of Faeries,Heather Fawcett,Yes,NA,Other Terrors,Vince A. Liaguno,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Twisted Ones,T. Kingfisher,Yes,NA,The Death I Gave Him,Em X. Liu,Yes,NA,The Witch’s Heart,Genevieve Gomichec,NA,NA,14. Character with a Disability,17. Space Opera
792,2,NA,Dungeon Born,Dakota Krout,Yes,NA,Long Live Evil,Sarah Rees Brennan,NA,NA,The Luminous Dead,Caitlin Starling,Yes,NA,Never Trust an Elf,Robert N. Charrette,Yes,NA,The Last Sun,K. D. Edwards,NA,NA,Starling House,Alix E. Harrow,NA,NA,When the Tiger Came Down the Mountain,Nghi Vo,NA,NA,The Magic of Delusion,Leslie Greenwood,NA,NA,One More Last Time,Eric Ugland,NA,NA,A Rival Most Vial,R. L. Ashwick,Yes,NA,Blood Over Bright Haven,M. L. Wang,NA,NA,The Ninth Rain,Jen Williams,Yes,NA,The Crack at the Heart of Everything,Fiona Fenn,Yes,NA,The Between,Ryan Leslie,NA,NA,Convergence,Sharon Green,NA,NA,Hammered,Lindsay Buroker,NA,NA,Shards of Honor,Lois McMaster Bujold,Yes,NA,Blacklight Born,Alexander Darwin,NA,NA,Salt & Stone,Victoria Scott,Yes,NA,Bitter Medicine,Mia Tsai,Yes,NA,The Hollow Places,T. Kingfisher,Yes,NA,Traveling Light: Tales of the Magical Gates,Worldbuilding for Masochist,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elder Race,Adrian Tchaikovsky,Yes,NA,It Devours!,Joseph Fink,Yes,NA,ImPerfect Magic,C. N. Rowan,Yes,NA,6. Entitled Animals,5. Dreams
793,3,Yes,Midnight Riot,Ben Aaronovitch,Yes,NA,The Dallergut Dream Department Store,Lee Mi-ye,Yes,NA,A Face Like Glass,Frances Hardinge,Yes,NA,A Tempest of Tea,Hafsah Faizal,Yes,NA,A Sweet Sting of Salt,Rose Sutherland,Yes,NA,The Last Unicorn,Peter S. Beagle,Yes,NA,The Harp of Kings,Juliet Marillier,Yes,NA,The Last Emperox,John Scalzi,Yes,NA,Soul Guardian,Alex Karne,Yes,NA,The Hunter's Gambit,Ciel Pierlot,Yes,NA,An Education in Malice,S.T. Gibson,Yes,NA,The Rise and Fall of D.O.D.O.,"Neal Stephenson,   Nicole Galland",Yes,NA,Spin of Fate,A.A. Vora,Yes,NA,Pinquickle's Folly,R.A. Salvatore,Yes,NA,Neverwhere,Neil Gaiman,Yes,NA,Unseen Academicals,Terry Pratchett,Yes,NA,Space Oddity,Catherynne M. Valente,Yes,NA,The Ministry of Time,Kaliane Bradley,Yes,NA,Princess Floralinda and the Forty-Flight Tower,Tamsyn Muir,Yes,NA,The Midnight Library,Matt Haig,Yes,NA,The Stations of the Angels,Raymond St. Elmo,Yes,NA,Funny Science Fiction,Alex Shvartsman,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Someone You Can Build a Nest In,John Wiswell,Yes,NA,How to Become the Dark Lord and Die Trying,Django Wexler,Yes,NA,Perdido Street Station,China Miéville,Yes,NA,9. Self-Published or Indie Publisher,5. Dreams
794,1,Yes,The Dragonbone Chair,Tad Williams,NA,NA,Sprinkles and Sea Serpents,Danielle Garrett,Yes,NA,The Tombs of atuan,Ursula k leguin,NA,NA,The Palace Job,Patrick Weekes,NA,NA,Starling house,Alix harrow,NA,NA,Emily wildes Encyclopedia of Faeries,Heather fawcett,NA,NA,Space Opera,Catherynne valente,NA,NA,Super powered year three,Drew hayes,NA,NA,Dreadful,Caitlin rozakis,NA,NA,The Jasmine Throne,Tasha sure,Yes,NA,Magic for liars,Sarah gailey,Yes,NA,Remarkably bright creatures,Shelby van pelt,NA,NA,The tainted cup,Robert Jackson bennett,NA,NA,Hench,Natalie Zina walschots,Yes,NA,Wizard and glass,Stephen king,Yes,NA,Legends and lattes,Travis baldree,Yes,NA,Ancillary justice,Ann leckie,Yes,NA,Strike the zither,Joan he,Yes,NA,The troop,Nick cutter,Yes,NA,Starter villain,John scalzi,Yes,NA,A very secret society of irregular witches,Sangu mandanna,NA,NA,Lesser known monsters of the 21st century,Kim fu,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The twisted ones,T kingfisher,NA,NA,The rookie,Scott sigler,NA,NA,The terraformers,Annalee newitz,Yes,NA,9. Self-Published or Indie Publisher,"16. Orcs, Trolls, and Goblins — Oh My!"
795,1,NA,Every Heart a Doorway,Seanan McGuire,Yes,NA,Princess Floralinda and the Forty-Flight Tower,Tamsyn Muir,Yes,NA,The Stone Sky,N.K. Jemisin,NA,NA,The Adventures of Amina al-Sirafi,Shannon Chakraborty,NA,NA,Warbreaker,Brandon Sanderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under the Whispering Door,T.J. Klune,NA,NA,NA,NA,NA,NA,A Marvellous Light,Freya Marske,Yes,NA,NA,NA,NA,NA,A Shadow in Summer,Daniel Abraham,NA,NA,Exit Strategy,Martha Wells,NA,NA,NA,NA,NA,NA,Dealing with Dragons,Patricia C. Wrede,Yes,NA,Goblin Quest,Jim C. Hines,NA,NA,NA,NA,NA,NA,Untethered Sky,Fonda Lee,NA,NA,Extreme Makeover,Dan Wells,NA,NA,A Wizard’s Guide to Defensive Baking,T. Kingfisher,NA,NA,A Natural History of Dragons,Marie Brennan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annihilation,Jeff VanderMeer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16. Orcs, Trolls, and Goblins — Oh My!",25. Book Club or Readalong Book
